Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment
"North Beach Garage, 735, Vallejo Street, North Beach, San Francisco, California, 94133, United States",37.798035,-122.409557,Financial District,,,,,,,,,,,,,,,,,,,,,,
"One Steuart Lane, 1, Steuart Street, Rincon Hill, South of Market, San Francisco, California, 94105, United States",37.791568,-122.39176,Financial District,,,,,,,,,,,,,,,,,,,,,,
"Blue Bottle, 115, Sansome Street, Transbay, South of Market, San Francisco, California, 94104, United States",37.791262,-122.400821,Financial District,,,,,,,,,,,,,,,,,,,,,,
"Pier 3 promenade, Financial District, San Francisco, California, 94111, United States",37.79961,-122.391187,Financial District,,,,,,,,,,,,,,,,,,,,,,
"Yank Sing, 101, Spear Street, Rincon Hill, South of Market, San Francisco, California, 94105, United States",37.792534,-122.393129,Financial District,,,,,,,,,,,,,,,,,,,,,,
"440, Pacific Avenue, Telegraph Hill, San Francisco, California, 94113, United States",37.797765,-122.402728,Financial District,,,,,,,,,,,,,,,,,,,,,,
"1753, Washington Street, Polk Gulch, San Francisco, California, 94109, United States",37.792983,-122.422228,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"2160, Green Street, Cow Hollow, San Francisco, California, 94123, United States",37.79634,-122.434698,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"1945;1947;1949, Jackson Street, Polk Gulch, San Francisco, California, 90214, United States",37.793127,-122.427122,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"1808, Pacific Avenue, Pacific Heights, San Francisco, California, 94123, United States",37.794576,-122.425423,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"2755, Fillmore Street, Cow Hollow, San Francisco, California, 94123, United States",37.794652,-122.435253,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"2214, Greenwich Street, Cow Hollow, San Francisco, California, 94123, United States",37.799001,-122.436512,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"Naan N Curry, 2101, Lombard Street, Cow Hollow, San Francisco, California, 94123, United States",37.799541,-122.436159,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"2060, Union Street, Cow Hollow, San Francisco, California, 94123, United States",37.797398,-122.433168,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"Steiner Street, Pacific Heights, San Francisco, California, 94115, United States",37.791555,-122.436634,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"Sacramento Street, Japantown, San Francisco, California, 94164, United States",37.791298,-122.428454,Pacific Heights,,,,,,,,,,,,,,,,,,,,,,
"Ghirardelli Square, Polk Street, Fisherman's Wharf, San Francisco, California, 94123, United States",37.805988,-122.422732,Marina,,,,,,,,,,,,,,,,,,,,,,
"East Harbor, Webster Street, Marina District, San Francisco, California, 94123, United States",37.808145,-122.433981,Marina,,,,,,,,,,,,,,,,,,,,,,
"3136, Van Ness Avenue, San Francisco, California, 94109, United States",37.80452,-122.425416,Marina,,,,,,,,,,,,,,,,,,,,,,
"Fort Mason Beltline Tunnel, MacArthur Avenue, San Francisco, California, 94123, United States",37.805578,-122.430508,Marina,,,,,,,,,,,,,,,,,,,,,,
"19;21;23;25, Culebra Terrace, Russian Hill, San Francisco, California, 90214, United States",37.802027,-122.422311,Marina,,,,,,,,,,,,,,,,,,,,,,
"Hyde Street Pier, Fisherman's Wharf, San Francisco, California, 94123, United States",37.809691,-122.423622,Marina,,,,,,,,,,,,,,,,,,,,,,
"1000, Chestnut Street, Russian Hill, San Francisco, California, 90214, United States",37.803031,-122.420552,Marina,,,,,,,,,,,,,,,,,,,,,,
"90, Alhambra Street, Marina District, San Francisco, California, 94123, United States",37.802788,-122.43813,Marina,,,,,,,,,,,,,,,,,,,,,,
"Flax Art & Design, 2, Marina Boulevard, Marina District, San Francisco, California, 94123, United States",37.806646,-122.430779,Marina,,,,,,,,,,,,,,,,,,,,,,
"Aquatic Cove, Hyde Street Pier, Fisherman's Wharf, San Francisco, California, 94123, United States",37.808873,-122.425015,Marina,,,,,,,,,,,,,,,,,,,,,,
"Pier 15, The Embarcadero, Telegraph Hill, San Francisco, California, 94111, United States",37.804906,-122.39334,North Beach,,,,,,,,,,,,,,,,,,,,,,
"Pier 39 Marina, The Embarcadero, Fisherman's Wharf, San Francisco, California, 94133, United States",37.809775,-122.408765,North Beach,,,,,,,,,,,,,,,,,,,,,,
"44;46;48, Castle Street, Telegraph Hill, San Francisco, California, 94113, United States",37.800539,-122.405096,North Beach,,,,,,,,,,,,,,,,,,,,,,
"Pier 15, The Embarcadero, Telegraph Hill, San Francisco, California, 94111, United States",37.802917,-122.393807,North Beach,,,,,,,,,,,,,,,,,,,,,,
"Exploratorium, Herb Caen Way..., Telegraph Hill, San Francisco, California, 94111, United States",37.800887,-122.398563,North Beach,,,,,,,,,,,,,,,,,,,,,,
"Telegraph Hill, San Francisco, California, 94113, United States",37.807657,-122.391634,North Beach,,,,,,,,,,,,,,,,,,,,,,
"1228, Montgomery Street, Telegraph Hill, San Francisco, California, 94113, United States",37.80042,-122.40427,North Beach,,,,,,,,,,,,,,,,,,,,,,
"19, Herb Caen Way..., Telegraph Hill, San Francisco, California, 94111, United States",37.803374,-122.399097,North Beach,,,,,,,,,,,,,,,,,,,,,,
"Pier 17, Herb Caen Way..., Telegraph Hill, San Francisco, California, 94111, United States",37.802214,-122.399464,North Beach,,,,,,,,,,,,,,,,,,,,,,
"The Embarcadero, Telegraph Hill, San Francisco, California, 94133, United States",37.809641,-122.404603,North Beach,,,,,,,,,,,,,,,,,,,,,,
